663855.8192,6198492.036,-1642.518258,664123.7869,6198394.504,-1642.518258,664123.7869,6198394.504,-1492.518258,663855.8192,6198492.036,-1492.518258
664707.814,6198353.325,-1642.518258,664707.814,6198353.325,-1582.520425,663772.8872,6198693.611,-1582.520425,663772.8872,6198693.611,-1642.518258
664611.5803,6198257.512,-1642.518258,664611.5803,6198257.512,-1564.752809,664095.263,6198445.436,-1564.752809,664095.263,6198445.436,-1642.518258
664207.9616,6198210.746,-1642.518258,664207.9616,6198210.746,-1614.583632,664010.9228,6198282.463,-1614.583632,664010.9228,6198282.463,-1642.518258
663830.8799,6198476.609,-1565.328149,663862.7808,6198464.998,-1565.328149,663862.7808,6198464.998,-1492.518258,663830.8799,6198476.609,-1492.518258
664320.3514,6198476.009,-1642.518258,664361.4809,6198493.467,-1642.518258,664361.4809,6198493.467,-1518.403253,664320.3514,6198476.009,-1518.403253
664181.425,6198236.722,-1492.518258,664181.425,6198236.722,-1513.900018,664386.6412,6198323.831,-1513.900018,664386.6412,6198323.831,-1492.518258
663914.0165,6198638.487,-1642.518258,663937.5802,6198648.49,-1642.518258,663937.5802,6198648.49,-1492.518258,663914.0165,6198638.487,-1492.518258
664264.5447,6198485.278,-1562.464555,664264.5447,6198485.278,-1642.518258,664585.4455,6198621.493,-1642.518258,664585.4455,6198621.493,-1562.464555
663716.1496,6198398.231,-1642.518258,663751.541,6198413.254,-1642.518258,663751.541,6198413.254,-1492.518258,663716.1496,6198398.231,-1492.518258
664067.6731,6198329.262,-1588.065499,664111.63,6198347.92,-1588.065499,664111.63,6198347.92,-1492.518258,664067.6731,6198329.262,-1492.518258
663833.8265,6198173.452,-1574.622178,663833.8265,6198173.452,-1642.518258,663996.9509,6198242.694,-1642.518258,663996.9509,6198242.694,-1574.622178
663725.1127,6198365.212,-1642.518258,663779.1589,6198388.153,-1642.518258,663779.1589,6198388.153,-1572.216248,663725.1127,6198365.212,-1572.216248
663782.352,6198451.014,-1608.967183,663861.7341,6198484.709,-1608.967183,663861.7341,6198484.709,-1492.518258,663782.352,6198451.014,-1492.518258
663594.669,6198447.837,-1590.792726,663699.8929,6198492.502,-1590.792726,663699.8929,6198492.502,-1492.518258,663594.669,6198447.837,-1492.518258
663348.2967,6198279.572,-1564.53222,663348.2967,6198279.572,-1642.518258,663932.045,6198527.358,-1642.518258,663932.045,6198527.358,-1564.53222
663770.7059,6198447.266,-1642.518258,663836.0277,6198474.993,-1642.518258,663836.0277,6198474.993,-1533.699647,663770.7059,6198447.266,-1533.699647
663563.572,6198303.542,-1640.118804,663606.4117,6198321.726,-1640.118804,663606.4117,6198321.726,-1492.518258,663563.572,6198303.542,-1492.518258
663974.1544,6198340.914,-1642.518258,664037.9907,6198368.011,-1642.518258,664037.9907,6198368.011,-1502.358651,663974.1544,6198340.914,-1502.358651
664115.9226,6198314.379,-1547.124848,664115.9226,6198314.379,-1642.518258,664657.281,6198544.172,-1642.518258,664657.281,6198544.172,-1547.124848
664217.9001,6198363.522,-1631.878596,664296.7673,6198396.999,-1631.878596,664296.7673,6198396.999,-1492.518258,664217.9001,6198363.522,-1492.518258
664064.5183,6198363.076,-1492.518258,664064.5183,6198363.076,-1505.822823,664199.5879,6198420.41,-1505.822823,664199.5879,6198420.41,-1492.518258
664227.3537,6198518.398,-1607.383958,664250.4758,6198528.213,-1607.383958,664250.4758,6198528.213,-1492.518258,664227.3537,6198518.398,-1492.518258
663681.2059,6198429.243,-1642.518258,663708.3126,6198440.749,-1642.518258,663708.3126,6198440.749,-1543.372613,663681.2059,6198429.243,-1543.372613
